student_id,name,career_goal,internships_done,job_ready,suggested_paths
1835,Divya T 18,Systems Engineer,"2 (DevOps, Cloud)",Yes,"Resume upgrade, hackathons, Contribute to open source"
1836,Priya K 20,Data Scientist,None,No,"Resume upgrade, hackathons, Portfolio enhancement"
1837,Divya R 14,Systems Engineer,"2 (DevOps, Cloud)",No,"Attend tech webinars, Build capstone projects"
1838,Aisha S 7,Systems Engineer,1 (IoT Internship),No,"Contribute to open source, Practice DSA, GitHub proj"
1839,Rahul S 17,Cybersecurity Analyst,"2 (Research, Dev)",Yes,"Practice DSA, GitHub proj, Contribute to open source"
1840,Aisha M 17,Cybersecurity Analyst,1 (Security Intern),Yes,"Practice DSA, GitHub proj, Portfolio enhancement"
1841,Meera T 14,Web Developer,1 (IoT Internship),No,"Attend tech webinars, Apply to research roles"
1842,Karan R 13,Web Developer,"2 (NLP, Vision)",Yes,"Core project, mock interviews, Contribute to open source"
1843,Sneha K 21,AI Researcher,1 (AR Intern),No,"Build capstone projects, LinkedIn optimization"
1844,Sneha T 22,DevOps Specialist,None,No,"Certifications in relevant domain, Core project, mock interviews"
1845,Rahul S 18,Web Developer,1 (IoT Internship),Yes,"Attend tech webinars, Portfolio enhancement"
1846,Divya M 22,AR/VR Developer,1 (ML Intern),Yes,"LinkedIn optimization, Apply to research roles"
1847,Sneha S 15,Systems Engineer,1 (IoT Internship),Yes,"Practice DSA, GitHub proj, Apply to research roles"
1848,Arjun R 25,Cloud Engineer,"2 (DevOps, Cloud)",Yes,"Practice DSA, GitHub proj, Attend tech webinars"
1849,Sneha M 12,AI Researcher,1 (Web Dev Intern),Yes,"Attend tech webinars, Apply to research roles"
1850,Rahul R 18,Data Scientist,1 (IoT Internship),No,"Contribute to open source, Build capstone projects"
1851,Karan K 22,Product Designer,1 (Web Dev Intern),Yes,"Core project, mock interviews, LinkedIn optimization"
1852,Divya R 15,Software Developer,1 (Web Dev Intern),No,"Core project, mock interviews, Apply to research roles"
1853,Meera M 18,Software Developer,1 (AR Intern),Yes,"Attend tech webinars, Practice DSA, GitHub proj"
1854,Ravi T 15,DevOps Specialist,1 (IoT Internship),Yes,"Apply to research roles, LinkedIn optimization"
1855,Arjun K 22,Embedded Engineer,"2 (NLP, Vision)",Yes,"Certifications in relevant domain, LinkedIn optimization"
1856,Rahul K 13,ML Engineer,"2 (Research, Dev)",Yes,"Portfolio enhancement, Practice DSA, GitHub proj"
1857,Aisha R 30,AI Researcher,"2 (NLP, Vision)",Yes,"Build capstone projects, Attend tech webinars"
1858,Divya T 19,Cloud Engineer,None,No,"Certifications in relevant domain, Contribute to open source"
1859,Divya M 23,Cybersecurity Analyst,None,No,"Practice DSA, GitHub proj, Apply to research roles"
1860,Ankit T 12,Systems Engineer,1 (Security Intern),Yes,"Certifications in relevant domain, Portfolio enhancement"
1861,Ankit M 19,Cloud Engineer,1 (ML Intern),Yes,"Practice DSA, GitHub proj, Certifications in relevant domain"
1862,Ravi R 18,Product Designer,"2 (NLP, Vision)",Yes,"Portfolio enhancement, LinkedIn optimization"
1863,Meera M 19,Product Designer,"2 (Research, Dev)",No,"Practice DSA, GitHub proj, Resume upgrade, hackathons"
1864,Sneha T 23,Embedded Engineer,None,No,"Certifications in relevant domain, Contribute to open source"
1865,Priya T 22,Web Developer,"2 (Research, Dev)",Yes,"Core project, mock interviews, Attend tech webinars"
1866,Arjun M 12,Data Scientist,"2 (DevOps, Cloud)",No,"Certifications in relevant domain, Attend tech webinars"
1867,Divya R 16,DevOps Specialist,"2 (NLP, Vision)",No,"Resume upgrade, hackathons, Core project, mock interviews"
1868,Sneha S 16,Embedded Engineer,1 (CAD Internship),Yes,"Build capstone projects, Apply to research roles"
1869,Divya R 17,AR/VR Developer,"2 (Research, Dev)",No,"Certifications in relevant domain, Portfolio enhancement"
1870,Ankit S 22,AI Researcher,1 (Web Dev Intern),No,"Build capstone projects, Attend tech webinars"
1871,Meera R 18,Cloud Engineer,1 (AR Intern),No,"LinkedIn optimization, Certifications in relevant domain"
1872,Divya S 14,Cloud Engineer,"2 (Research, Dev)",No,"Resume upgrade, hackathons, Certifications in relevant domain"
1873,Rahul M 29,Data Scientist,1 (AR Intern),No,"Core project, mock interviews, Portfolio enhancement"
1874,Arjun M 13,Embedded Engineer,1 (ML Intern),No,"Certifications in relevant domain, Build capstone projects"
1875,Priya R 16,Product Designer,1 (IoT Internship),No,"Build capstone projects, Practice DSA, GitHub proj"
1876,Ankit T 13,ML Engineer,"2 (Research, Dev)",Yes,"Attend tech webinars, Certifications in relevant domain"
1877,Sneha R 23,AI Researcher,"2 (NLP, Vision)",No,"LinkedIn optimization, Core project, mock interviews"
1878,Arjun T 17,Data Scientist,1 (AR Intern),Yes,"Apply to research roles, Core project, mock interviews"
1879,Arjun R 26,DevOps Specialist,1 (Web Dev Intern),Yes,"Portfolio enhancement, Certifications in relevant domain"
1880,Karan M 21,Embedded Engineer,"2 (NLP, Vision)",No,"Resume upgrade, hackathons, Attend tech webinars"
1881,Meera T 15,Data Scientist,"2 (DevOps, Cloud)",Yes,"Core project, mock interviews, Apply to research roles"
1882,Arjun R 27,AI Researcher,1 (IoT Internship),No,"LinkedIn optimization, Attend tech webinars"
1883,Divya T 20,Embedded Engineer,1 (CAD Internship),No,"Build capstone projects, Portfolio enhancement"
1884,Sneha K 22,Software Developer,"2 (DevOps, Cloud)",Yes,"Build capstone projects, Core project, mock interviews"
1885,Rahul R 19,Embedded Engineer,1 (Web Dev Intern),No,"Contribute to open source, Core project, mock interviews"
1886,Divya S 15,Embedded Engineer,"2 (Research, Dev)",Yes,"Core project, mock interviews, Apply to research roles"
1887,Arjun K 23,Cloud Engineer,1 (Web Dev Intern),Yes,"Core project, mock interviews, Portfolio enhancement"
1888,Meera K 12,Web Developer,"2 (DevOps, Cloud)",No,"Core project, mock interviews, Certifications in relevant domain"
1889,Meera T 16,AI Researcher,"2 (NLP, Vision)",Yes,"Resume upgrade, hackathons, Certifications in relevant domain"
1890,Ankit S 23,Data Scientist,1 (ML Intern),No,"Contribute to open source, Certifications in relevant domain"
1891,Sneha K 23,Cybersecurity Analyst,1 (ML Intern),Yes,"Practice DSA, GitHub proj, Certifications in relevant domain"
1892,Sneha S 17,DevOps Specialist,1 (Security Intern),Yes,"LinkedIn optimization, Apply to research roles"
1893,Rahul S 19,Software Developer,"2 (DevOps, Cloud)",No,"Core project, mock interviews, LinkedIn optimization"
1894,Sneha S 18,Cloud Engineer,1 (CAD Internship),No,"Build capstone projects, Attend tech webinars"
1895,Ankit T 14,Cloud Engineer,1 (IoT Internship),Yes,"Apply to research roles, Resume upgrade, hackathons"
1896,Sneha K 24,AI Researcher,1 (Security Intern),Yes,"Build capstone projects, Resume upgrade, hackathons"
1897,Meera M 20,DevOps Specialist,"2 (Research, Dev)",Yes,"Core project, mock interviews, Apply to research roles"
1898,Arjun T 18,ML Engineer,1 (ML Intern),Yes,"Contribute to open source, Core project, mock interviews"
1899,Karan K 23,DevOps Specialist,1 (Security Intern),Yes,"Attend tech webinars, Core project, mock interviews"
1900,Divya K 13,Cybersecurity Analyst,"2 (NLP, Vision)",Yes,"Contribute to open source, Portfolio enhancement"
1901,Karan S 19,Software Developer,1 (Web Dev Intern),Yes,"Contribute to open source, Resume upgrade, hackathons"
1902,Meera R 19,Product Designer,1 (ML Intern),Yes,"Core project, mock interviews, Apply to research roles"
1903,Divya T 21,Cloud Engineer,1 (IoT Internship),No,"Practice DSA, GitHub proj, Contribute to open source"
1904,Meera K 13,Cybersecurity Analyst,1 (Web Dev Intern),Yes,"Apply to research roles, Build capstone projects"
1905,Aisha K 20,Product Designer,1 (Web Dev Intern),No,"Resume upgrade, hackathons, Contribute to open source"
1906,Rahul T 17,Cloud Engineer,1 (Web Dev Intern),No,"LinkedIn optimization, Attend tech webinars"
1907,Aisha T 12,Cybersecurity Analyst,1 (ML Intern),No,"Practice DSA, GitHub proj, Core project, mock interviews"
1908,Divya M 24,Cybersecurity Analyst,1 (Security Intern),Yes,"LinkedIn optimization, Build capstone projects"
1909,Divya T 22,Data Scientist,None,No,"Apply to research roles, Certifications in relevant domain"
1910,Meera R 20,Cybersecurity Analyst,"2 (Research, Dev)",Yes,"Build capstone projects, LinkedIn optimization"
1911,Rahul S 20,ML Engineer,"2 (DevOps, Cloud)",Yes,"Portfolio enhancement, Apply to research roles"
1912,Ravi S 15,Software Developer,"2 (Research, Dev)",Yes,"Practice DSA, GitHub proj, Contribute to open source"
1913,Meera S 17,Software Developer,1 (ML Intern),Yes,"Build capstone projects, Contribute to open source"
1914,Priya S 19,Cloud Engineer,"2 (NLP, Vision)",No,"Core project, mock interviews, Contribute to open source"
1915,Aisha S 8,DevOps Specialist,1 (CAD Internship),No,"Build capstone projects, Apply to research roles"
1916,Ankit T 15,AI Researcher,1 (Web Dev Intern),Yes,"Contribute to open source, Portfolio enhancement"
1917,Ravi T 16,Cloud Engineer,1 (Security Intern),No,"Certifications in relevant domain, Practice DSA, GitHub proj"
1918,Priya T 23,Web Developer,1 (AR Intern),Yes,"Portfolio enhancement, Certifications in relevant domain"
1919,Ankit K 23,AI Researcher,1 (IoT Internship),Yes,"Portfolio enhancement, Apply to research roles"
1920,Divya R 18,Embedded Engineer,1 (IoT Internship),Yes,"Core project, mock interviews, Portfolio enhancement"
1921,Priya M 11,AI Researcher,None,No,"Practice DSA, GitHub proj, Portfolio enhancement"
1922,Rahul T 18,Software Developer,1 (ML Intern),No,"Resume upgrade, hackathons, Practice DSA, GitHub proj"
1923,Ankit R 20,Embedded Engineer,1 (CAD Internship),Yes,"Contribute to open source, Resume upgrade, hackathons"
1924,Divya S 16,Product Designer,1 (ML Intern),Yes,"Resume upgrade, hackathons, Portfolio enhancement"
1925,Priya K 21,ML Engineer,1 (Security Intern),No,"Apply to research roles, Attend tech webinars"
1926,Divya R 19,Cybersecurity Analyst,"2 (Research, Dev)",Yes,"Resume upgrade, hackathons, Core project, mock interviews"
1927,Priya R 17,Web Developer,1 (AR Intern),No,"Attend tech webinars, Practice DSA, GitHub proj"
1928,Meera K 14,Product Designer,1 (AR Intern),Yes,"Build capstone projects, Core project, mock interviews"
1929,Karan M 22,Systems Engineer,"2 (NLP, Vision)",Yes,"Contribute to open source, Core project, mock interviews"
1930,Arjun M 14,Web Developer,"2 (DevOps, Cloud)",Yes,"LinkedIn optimization, Apply to research roles"
1931,Ankit T 16,Cybersecurity Analyst,"2 (Research, Dev)",Yes,"Contribute to open source, Attend tech webinars"
1932,Sneha R 24,Cloud Engineer,"2 (NLP, Vision)",Yes,"Contribute to open source, LinkedIn optimization"
1933,Priya K 22,Embedded Engineer,None,No,"Build capstone projects, Apply to research roles"
1934,Aisha K 21,Web Developer,1 (AR Intern),Yes,"Portfolio enhancement, Contribute to open source"
1935,Karan K 24,DevOps Specialist,1 (AR Intern),Yes,"Certifications in relevant domain, Portfolio enhancement"
1936,Ankit T 17,Embedded Engineer,"2 (Research, Dev)",Yes,"Core project, mock interviews, Practice DSA, GitHub proj"
1937,Ravi K 18,ML Engineer,1 (Security Intern),Yes,"Contribute to open source, Apply to research roles"
1938,Ankit M 20,Software Developer,1 (CAD Internship),Yes,"Attend tech webinars, Contribute to open source"
1939,Aisha R 31,Web Developer,1 (CAD Internship),No,"Attend tech webinars, Build capstone projects"
1940,Rahul T 19,DevOps Specialist,"2 (NLP, Vision)",Yes,"Resume upgrade, hackathons, Contribute to open source"
1941,Meera K 15,AI Researcher,1 (ML Intern),Yes,"Apply to research roles, Attend tech webinars"
1942,Ravi T 17,Data Scientist,1 (Security Intern),Yes,"Resume upgrade, hackathons, Apply to research roles"
1943,Priya K 23,ML Engineer,"2 (Research, Dev)",Yes,"Certifications in relevant domain, Portfolio enhancement"
1944,Ravi K 19,DevOps Specialist,1 (AR Intern),No,"Build capstone projects, Practice DSA, GitHub proj"
1945,Aisha R 32,Software Developer,1 (ML Intern),Yes,"Certifications in relevant domain, Resume upgrade, hackathons"
1946,Priya T 24,Embedded Engineer,"2 (NLP, Vision)",Yes,"LinkedIn optimization, Certifications in relevant domain"
1947,Arjun K 24,Web Developer,"2 (DevOps, Cloud)",Yes,"Build capstone projects, Apply to research roles"
1948,Karan S 20,Software Developer,1 (ML Intern),Yes,"Portfolio enhancement, Apply to research roles"
1949,Divya R 20,Data Scientist,1 (AR Intern),Yes,"Practice DSA, GitHub proj, Resume upgrade, hackathons"
1950,Ankit R 21,Cloud Engineer,1 (CAD Internship),No,"Contribute to open source, Apply to research roles"
1951,Sneha S 19,ML Engineer,1 (Security Intern),No,"Apply to research roles, Practice DSA, GitHub proj"
1952,Ankit R 22,Cloud Engineer,1 (AR Intern),Yes,"Practice DSA, GitHub proj, Core project, mock interviews"
1953,Priya T 25,Embedded Engineer,"2 (Research, Dev)",No,"Core project, mock interviews, Portfolio enhancement"
1954,Ankit K 24,AI Researcher,"2 (DevOps, Cloud)",No,"Resume upgrade, hackathons, LinkedIn optimization"
1955,Priya M 12,Cybersecurity Analyst,1 (CAD Internship),Yes,"Portfolio enhancement, Attend tech webinars"
1956,Karan S 21,AI Researcher,None,No,"Contribute to open source, Resume upgrade, hackathons"
1957,Aisha R 33,Systems Engineer,"2 (Research, Dev)",Yes,"Certifications in relevant domain, LinkedIn optimization"
1958,Ankit T 18,ML Engineer,"2 (DevOps, Cloud)",No,"Build capstone projects, Practice DSA, GitHub proj"
1959,Rahul S 21,Data Scientist,1 (IoT Internship),Yes,"Core project, mock interviews, Contribute to open source"
1960,Divya T 23,Web Developer,"2 (DevOps, Cloud)",Yes,"LinkedIn optimization, Practice DSA, GitHub proj"
1961,Divya T 24,Software Developer,1 (Security Intern),Yes,"Build capstone projects, Apply to research roles"
1962,Arjun S 17,Systems Engineer,"2 (Research, Dev)",Yes,"Resume upgrade, hackathons, Practice DSA, GitHub proj"
1963,Divya M 25,Embedded Engineer,1 (ML Intern),Yes,"Apply to research roles, Resume upgrade, hackathons"
1964,Karan S 22,Cybersecurity Analyst,1 (IoT Internship),Yes,"Attend tech webinars, Portfolio enhancement"
1965,Arjun M 15,Software Developer,None,No,"Contribute to open source, Practice DSA, GitHub proj"
1966,Ravi K 20,Web Developer,None,No,"Core project, mock interviews, Resume upgrade, hackathons"
1967,Karan S 23,Systems Engineer,"2 (Research, Dev)",Yes,"Portfolio enhancement, Apply to research roles"
1968,Priya M 13,Data Scientist,1 (AR Intern),Yes,"Apply to research roles, Contribute to open source"
1969,Meera S 18,AI Researcher,1 (Security Intern),Yes,"Contribute to open source, Portfolio enhancement"
1970,Rahul K 14,Data Scientist,1 (AR Intern),Yes,"Build capstone projects, LinkedIn optimization"
1971,Aisha S 9,AR/VR Developer,"2 (Research, Dev)",No,"Portfolio enhancement, Attend tech webinars"
1972,Arjun R 28,AR/VR Developer,1 (Security Intern),Yes,"Portfolio enhancement, LinkedIn optimization"
1973,Karan T 16,Embedded Engineer,1 (ML Intern),No,"Practice DSA, GitHub proj, Build capstone projects"
1974,Ravi M 17,Cybersecurity Analyst,1 (Security Intern),Yes,"Portfolio enhancement, Build capstone projects"
1975,Aisha T 13,DevOps Specialist,"2 (Research, Dev)",Yes,"Attend tech webinars, Build capstone projects"
1976,Aisha S 10,Systems Engineer,1 (CAD Internship),No,"Apply to research roles, Build capstone projects"
1977,Ravi M 18,Cloud Engineer,"2 (DevOps, Cloud)",Yes,"Portfolio enhancement, Core project, mock interviews"
1978,Sneha S 20,Systems Engineer,1 (CAD Internship),Yes,"Attend tech webinars, LinkedIn optimization"
1979,Karan R 14,AR/VR Developer,"2 (DevOps, Cloud)",Yes,"Portfolio enhancement, LinkedIn optimization"
1980,Divya S 17,Embedded Engineer,None,No,"Apply to research roles, Contribute to open source"
1981,Ravi T 18,Web Developer,"2 (NLP, Vision)",Yes,"Portfolio enhancement, Attend tech webinars"
1982,Rahul M 30,Data Scientist,None,No,"Portfolio enhancement, Build capstone projects"
1983,Arjun S 18,Software Developer,1 (ML Intern),No,"Contribute to open source, Core project, mock interviews"
1984,Aisha K 22,Product Designer,"2 (Research, Dev)",No,"Portfolio enhancement, Apply to research roles"
1985,Divya K 14,Software Developer,1 (AR Intern),No,"Attend tech webinars, Build capstone projects"
1986,Rahul S 22,Product Designer,1 (IoT Internship),Yes,"Practice DSA, GitHub proj, Build capstone projects"
1987,Arjun K 25,Cloud Engineer,1 (IoT Internship),No,"LinkedIn optimization, Contribute to open source"
1988,Sneha T 24,Software Developer,"2 (NLP, Vision)",Yes,"Contribute to open source, Practice DSA, GitHub proj"
1989,Priya S 20,AI Researcher,1 (ML Intern),No,"Resume upgrade, hackathons, Certifications in relevant domain"
1990,Arjun K 26,Product Designer,"2 (NLP, Vision)",Yes,"Attend tech webinars, Portfolio enhancement"
1991,Meera T 17,Embedded Engineer,1 (Web Dev Intern),No,"LinkedIn optimization, Resume upgrade, hackathons"
1992,Rahul S 23,Software Developer,"2 (Research, Dev)",Yes,"Attend tech webinars, Portfolio enhancement"
1993,Arjun R 29,DevOps Specialist,1 (IoT Internship),No,"Attend tech webinars, Practice DSA, GitHub proj"
1994,Priya K 24,Product Designer,1 (CAD Internship),Yes,"Certifications in relevant domain, Apply to research roles"
1995,Ankit S 24,AR/VR Developer,1 (Security Intern),No,"Resume upgrade, hackathons, Core project, mock interviews"
1996,Priya K 25,Software Developer,1 (Security Intern),No,"Attend tech webinars, Practice DSA, GitHub proj"
1997,Karan K 25,Embedded Engineer,"2 (NLP, Vision)",Yes,"Practice DSA, GitHub proj, Apply to research roles"
